panel,series,stat,p_value,used_lag,nobs,crit_1%,crit_5%,crit_10%,icbest
M2_raw,Bitcoin_Volatility,-5.236335908355662,7.408164012453015e-06,21,1805,-3.433978046594855,-2.8631425806072164,-2.567623161347749,-9932.840654099567
M2_raw,USDT_Measure2,-29.81974485487673,0.0,0,1826,-3.433936263195097,-2.8631241351249,-2.5676133397235263,-19760.39301755974
M2_raw,DAI_Measure2,-4.172745438313938,0.0007325008442493487,23,1803,-3.4339820768018106,-2.8631443597478143,-2.567624108684946,-15436.405541824577
