Measure,Obs,Mean,Std.Dev.,Min,Max
Measure1_USDT,1827,0.00020844374846222492,0.0006526344510731672,-0.00408617032792602,0.007622947274829928
Measure2_USDT,1827,0.0005308852542325885,0.0010600603960017416,5.556600192932429e-05,0.026557299642145246
Measure3_USDT,1827,22956.6201423098,34731.01283999325,1141.0,138332.0
Measure1_DAI,1827,0.001365110426889765,0.004632474398246897,-0.027687029315092038,0.040122484617959975
Measure2_DAI,1827,0.002864960819344818,0.004712286296481921,0.00011120943503316096,0.07235071805839972
Measure3_DAI,1827,13903.869731800767,19926.114031050238,1093.0,88135.0
